Name,Location,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine,Power,Seats,Price,Brand,Model,Age,Mileage(kmpl)
Jaguar XF Aero Sport Edition,Delhi,16000,Diesel,Automatic,First,2179.0,187.7,5.0,32.0,Jaguar,XF,8,16.36
Hyundai i20 Sportz Petrol,Kochi,62020,Petrol,Manual,First,1197.0,80.0,5.0,3.45,Hyundai,i20,9,17.0
Land Rover Freelander 2 SE,Pune,85000,Diesel,Automatic,Second,2179.0,147.51,5.0,23.0,Land,Rover,6,12.39
Hyundai Elite i20 Petrol Sportz,Kochi,14223,Petrol,Manual,First,1197.0,81.86,5.0,7.32,Hyundai,Elite,2,18.6
Honda Amaze S i-Vtech,Jaipur,41210,Petrol,Manual,First,1198.0,86.7,5.0,4.4,Honda,Amaze,6,18.0
Mercedes-Benz M-Class ML 350 4Matic,Bangalore,20000,Diesel,Automatic,First,2987.0,165.0,5.0,47.35,Mercedes-Benz,M-Class,5,
Maruti Alto 800 VXI,Coimbatore,18043,Petrol,Manual,First,796.0,47.3,5.0,4.12,Maruti,Alto,4,22.74
Toyota Innova Crysta 2.8 ZX AT,Chennai,80000,Diesel,Automatic,First,2755.0,171.5,7.0,19.5,Toyota,Innova,4,11.36
Hyundai Grand i10 AT Asta,Hyderabad,21000,Petrol,Automatic,First,1197.0,82.0,5.0,6.2,Hyundai,Grand,4,18.9
BMW X3 xDrive30d M Sport,Bangalore,49000,Diesel,Automatic,First,2993.0,,5.0,45.0,BMW,X3,4,16.55
Maruti 1000 AC,Hyderabad,104000,Petrol,Manual,Second,970.0,,5.0,0.85,Maruti,1000,22,15.0
Hyundai i20 Magna,Chennai,95000,Petrol,Manual,Second,1197.0,80.0,5.0,2.8,Hyundai,i20,10,18.5
Hyundai Grand i10 AT Asta,Pune,32000,Petrol,Automatic,First,1197.0,82.0,5.0,4.8,Hyundai,Grand,5,18.9
Hyundai Santro Xing XG,Pune,80000,Petrol,Manual,Second,,,,0.9,Hyundai,Santro,17,17.0
Ford Fiesta 1.5 TDCi Titanium,Hyderabad,122800,Diesel,Manual,First,1498.0,89.75,5.0,5.65,Ford,Fiesta,6,25.01
Mercedes-Benz E-Class 220 CDI,Ahmedabad,78000,Diesel,Manual,Second,2148.0,,5.0,14.5,Mercedes-Benz,E-Class,9,15.0
Maruti Swift Dzire VDI,Ahmedabad,69000,Diesel,Manual,First,1248.0,74.0,5.0,5.9,Maruti,Swift,5,26.59
Toyota Etios VXD,Pune,65000,Diesel,Manual,Second,1364.0,67.04,5.0,5.0,Toyota,Etios,5,23.59
Hyundai Xcent 1.2 Kappa Base,Ahmedabad,23000,Petrol,Manual,First,1197.0,82.0,5.0,4.9,Hyundai,Xcent,5,19.1
Honda Civic 2006-2010 1.8 S MT,Ahmedabad,70000,Petrol,Manual,First,1799.0,130.0,5.0,4.25,Honda,Civic,11,13.5
Toyota Innova 2.5 GX (Diesel) 8 Seater,Chennai,250000,Diesel,Manual,First,2494.0,100.6,8.0,10.9,Toyota,Innova,6,12.99
Hyundai Accent GLE,Delhi,56000,Petrol,Manual,First,1495.0,94.0,5.0,2.45,Hyundai,Accent,8,13.2
Maruti Alto 800 LXI,Pune,30000,Petrol,Manual,First,796.0,47.3,5.0,2.5,Maruti,Alto,7,22.74
Mercedes-Benz SL-Class SL 500,Kolkata,35000,Petrol,Automatic,First,,,2.0,29.5,Mercedes-Benz,SL-Class,10,8.1
Ford Ecosport 1.5 DV5 MT Titanium Optional,Jaipur,92250,Diesel,Manual,Second,1498.0,89.84,5.0,5.75,Ford,Ecosport,7,22.7
Hyundai Xcent 1.2 VTVT E,Pune,40000,Petrol,Manual,First,1197.0,81.86,5.0,5.0,Hyundai,Xcent,2,20.14
Skoda Rapid 1.6 MPI AT Ambition Plus,Kochi,96848,Petrol,Automatic,First,1598.0,103.6,5.0,4.62,Skoda,Rapid,6,14.3
Audi Q3 2012-2015 35 TDI Quattro Premium Plus,Delhi,42000,Diesel,Automatic,First,1968.0,174.33,5.0,23.5,Audi,Q3,4,15.73
Mahindra XUV500 W8 2WD,Kolkata,55886,Diesel,Manual,First,2179.0,140.0,7.0,7.25,Mahindra,XUV500,7,16.0
Hyundai Verna VTVT 1.6 SX Option,Kochi,12336,Petrol,Manual,First,1591.0,121.3,5.0,11.88,Hyundai,Verna,1,17.0
Hyundai Verna Xi (Petrol),Chennai,60000,Petrol,Manual,Third,1599.0,103.2,5.0,2.25,Hyundai,Verna,11,13.9
Ford Ikon 1.6 CLXI,Pune,83000,Petrol,Manual,Second,1597.0,92.0,5.0,0.85,Ford,Ikon,17,14.2
Nissan Micra Active XV,Pune,24000,Petrol,Manual,First,1198.0,67.04,5.0,4.0,Nissan,Micra,2,19.69
Honda Brio VX AT,Pune,32198,Petrol,Automatic,First,1198.0,86.8,5.0,5.1,Honda,Brio,4,16.5
Toyota Innova 2.5 GX (Diesel) 7 Seater,Hyderabad,92247,Diesel,Manual,First,2494.0,100.6,7.0,12.5,Toyota,Innova,6,12.99
Volkswagen Vento 1.5 TDI Highline,Chennai,121311,Diesel,Manual,First,1498.0,108.5,5.0,2.9,Volkswagen,Vento,9,20.64
Mahindra XUV500 W10 AWD,Coimbatore,66296,Diesel,Manual,First,2179.0,140.0,7.0,15.96,Mahindra,XUV500,4,16.0
Hyundai Xcent 1.2 Kappa AT SX Option,Mumbai,41000,Petrol,Automatic,First,1197.0,82.0,5.0,5.45,Hyundai,Xcent,5,16.9
Ford Endeavour 2.2 Trend MT 4X4,Kochi,38681,Diesel,Manual,First,2198.0,157.7,7.0,23.86,Ford,Endeavour,3,13.5
Chevrolet Spark 1.0 LT,Kochi,43761,Petrol,Manual,First,995.0,62.0,5.0,1.75,Chevrolet,Spark,12,18.0
Maruti Ertiga SHVS VDI,Hyderabad,17400,Diesel,Manual,First,1248.0,88.5,7.0,9.75,Maruti,Ertiga,3,24.52
Honda Amaze S i-Dtech,Bangalore,61510,Diesel,Manual,First,1498.0,98.6,5.0,4.75,Honda,Amaze,7,25.8
Honda City i VTEC S,Delhi,60000,Petrol,Manual,First,1497.0,117.3,5.0,6.25,Honda,City,6,17.4
Mini Cooper Countryman D,Bangalore,35165,Diesel,Automatic,Second,1998.0,112.0,5.0,22.0,Mini,Cooper,6,23.8
Toyota Corolla Altis 2008-2013 1.8 VL AT,Kochi,41617,Petrol,Automatic,First,1794.0,138.1,5.0,14.14,Toyota,Corolla,4,14.53
Hyundai Santro Xing XL eRLX Euro III,Kolkata,45000,Petrol,Manual,First,1086.0,,5.0,0.95,Hyundai,Santro,15,17.0
Skoda Superb Elegance 1.8 TSI AT,Delhi,65000,Petrol,Automatic,First,1798.0,157.75,5.0,11.95,Skoda,Superb,6,13.7
Maruti Wagon R LXI BS IV,Delhi,68000,Petrol,Manual,First,998.0,67.1,5.0,2.5,Maruti,Wagon,9,18.9
Hyundai i10 Era 1.1,Mumbai,49000,Petrol,Manual,First,1086.0,68.05,5.0,2.75,Hyundai,i10,7,19.81
Tata Tiago 1.2 Revotron XT Option,Coimbatore,16698,Petrol,Manual,First,1199.0,84.0,5.0,5.85,Tata,Tiago,1,23.84
Maruti Baleno Zeta 1.2,Ahmedabad,30965,Petrol,Manual,First,1197.0,83.1,5.0,6.25,Maruti,Baleno,4,21.4
Volkswagen Vento 1.6 Highline,Mumbai,56058,Petrol,Manual,First,1598.0,103.2,5.0,4.95,Volkswagen,Vento,6,15.04
Hyundai Grand i10 1.2 Kappa Sportz Option,Pune,15356,Petrol,Manual,First,1197.0,81.86,5.0,4.75,Hyundai,Grand,3,18.9
Ford Figo Diesel EXI,Delhi,54000,Diesel,Manual,First,1399.0,68.05,5.0,2.55,Ford,Figo,7,20.0
Honda Civic 2010-2013 1.8 V AT Sunroof,Pune,47000,Petrol,Automatic,Second,1799.0,130.3,5.0,4.5,Honda,Civic,9,13.9
Maruti Alto 800 LXI,Kochi,21652,Petrol,Manual,First,796.0,47.3,5.0,3.01,Maruti,Alto,5,22.74
Land Rover Range Rover Evoque 2.0 TD4 HSE Dynamic,Hyderabad,52000,Diesel,Automatic,First,1999.0,177.0,5.0,42.0,Land,Rover,4,15.68
Audi A6 2.7 TDI,Kolkata,35010,Diesel,Automatic,First,2698.0,179.5,5.0,11.5,Audi,A6,10,12.4
Mercedes-Benz E-Class 280 CDI,Hyderabad,76662,Diesel,Automatic,First,2987.0,198.5,5.0,10.99,Mercedes-Benz,E-Class,14,11.0
Honda City 1.5 V AT Exclusive,Jaipur,89000,Petrol,Automatic,First,1497.0,118.0,5.0,3.71,Honda,City,11,17.0
Honda CR-V 2.4 4WD AT,Jaipur,80000,Petrol,Automatic,Third,2354.0,152.0,5.0,2.0,Honda,CR-V,14,10.1
Maruti Ciaz 1.3 Alpha,Kochi,39023,Diesel,Manual,First,1248.0,88.5,5.0,9.48,Maruti,Ciaz,2,28.09
Maruti Wagon R LXI,Jaipur,62000,Petrol,Manual,Second,998.0,67.1,5.0,1.25,Maruti,Wagon,16,18.9
Hyundai Creta 1.6 CRDi SX Option,Jaipur,78046,Diesel,Manual,First,1582.0,126.2,5.0,10.9,Hyundai,Creta,5,19.67
Maruti Ciaz VDi Plus SHVS,Kolkata,34400,Diesel,Manual,First,1248.0,88.5,5.0,5.5,Maruti,Ciaz,5,28.09
Hyundai EON D Lite Plus,Coimbatore,64624,Petrol,Manual,First,814.0,55.2,5.0,3.71,Hyundai,EON,4,21.1
Maruti Ertiga VXI,Mumbai,69192,Petrol,Manual,First,1373.0,93.7,7.0,6.25,Maruti,Ertiga,6,16.02
Volkswagen Vento Diesel Highline,Chennai,55000,Diesel,Manual,First,1598.0,103.6,5.0,4.9,Volkswagen,Vento,8,20.54
Honda City 1.5 GXI,Mumbai,81000,Petrol,Manual,Second,1493.0,100.0,5.0,1.1,Honda,City,15,12.8
Volkswagen Polo Petrol Trendline 1.2L,Kochi,36733,Petrol,Manual,First,1198.0,73.9,5.0,4.72,Volkswagen,Polo,4,16.47
Maruti Alto 800 2016-2019 CNG LXI,Kochi,24310,CNG,Manual,First,796.0,40.3,4.0,3.7,Maruti,Alto,3,
Mercedes-Benz GLA Class 200 CDI,Mumbai,43022,Diesel,Automatic,First,2143.0,136.0,5.0,24.85,Mercedes-Benz,GLA,4,17.9
Hyundai Santa Fe 4X2,Jaipur,74000,Diesel,Manual,First,2199.0,194.3,7.0,12.25,Hyundai,Santa,7,14.66
Maruti Swift VDI,Kolkata,47000,Diesel,Manual,First,1248.0,74.0,5.0,3.9,Maruti,Swift,6,22.9
Hyundai Elite i20 Sportz Plus,Kochi,37460,Petrol,Manual,First,1197.0,81.86,5.0,6.28,Hyundai,Elite,3,18.6
Mahindra Xylo E8 BS IV,Mumbai,130000,Diesel,Manual,First,2498.0,112.0,8.0,2.75,Mahindra,Xylo,9,14.0
Hyundai Grand i10 Asta Option,Coimbatore,31576,Petrol,Manual,First,1197.0,82.0,5.0,7.85,Hyundai,Grand,3,18.9
Volkswagen Vento Petrol Highline,Mumbai,66000,Petrol,Manual,First,1598.0,103.6,5.0,2.95,Volkswagen,Vento,9,15.04
Honda Accord 2.4 A/T,Mumbai,79000,Petrol,Automatic,Second,2354.0,177.6,5.0,4.85,Honda,Accord,12,11.7
Mercedes-Benz S-Class S 350 d,Bangalore,47140,Diesel,Automatic,Second,2925.0,,5.0,30.0,Mercedes-Benz,S-Class,9,13.5
Mercedes-Benz B Class B200 CDI,Bangalore,36610,Diesel,Automatic,First,2143.0,107.3,5.0,19.9,Mercedes-Benz,B,4,15.0
Hyundai Creta 1.6 SX Option Diesel,Bangalore,93000,Diesel,Manual,First,1582.0,126.2,5.0,10.8,Hyundai,Creta,4,20.5
Maruti Alto LXI,Hyderabad,52195,Petrol,Manual,First,796.0,46.3,5.0,1.75,Maruti,Alto,13,19.7
Audi A3 35 TDI Premium,Mumbai,20003,Diesel,Automatic,First,1968.0,143.0,5.0,19.25,Audi,A3,4,20.38
Renault Duster 85PS Diesel RxL,Delhi,66314,Diesel,Manual,First,1461.0,83.8,5.0,5.5,Renault,Duster,7,19.87
Ford Fiesta 1.4 ZXi TDCi ABS,Chennai,76000,Diesel,Manual,First,1399.0,68.0,5.0,2.75,Ford,Fiesta,11,17.8
Hyundai Creta 1.6 SX Plus Diesel,Bangalore,29000,Diesel,Manual,First,1582.0,126.2,5.0,13.0,Hyundai,Creta,5,19.67
Ford Figo Diesel ZXI,Mumbai,30000,Diesel,Manual,First,1399.0,68.0,5.0,3.2,Ford,Figo,9,20.0
Volkswagen Polo Petrol Highline 1.6L,Coimbatore,56526,Petrol,Manual,First,1598.0,103.5,5.0,5.84,Volkswagen,Polo,7,15.26
Volvo V40 D3 R Design,Hyderabad,38000,Diesel,Automatic,Second,1969.0,150.0,5.0,24.0,Volvo,V40,5,16.8
Hyundai Verna SX CRDi AT,Chennai,41000,Diesel,Automatic,First,1582.0,126.32,5.0,6.25,Hyundai,Verna,8,19.08
BMW 7 Series 2007-2012 730Ld,Hyderabad,53000,Diesel,Automatic,First,2993.0,,5.0,36.0,BMW,7,11,14.49
Mitsubishi Lancer GLXD,Chennai,125000,Diesel,Manual,Third,1998.0,68.0,5.0,3.0,Mitsubishi,Lancer,17,14.8
Toyota Fortuner 3.0 Diesel,Chennai,242000,Diesel,Manual,First,2982.0,171.0,7.0,11.0,Toyota,Fortuner,10,11.5
Maruti Ciaz VDi Plus,Chennai,90000,Diesel,Manual,First,1248.0,88.5,5.0,6.5,Maruti,Ciaz,5,26.21
Maruti Vitara Brezza VDi Option,Hyderabad,11000,Diesel,Manual,First,1248.0,88.5,5.0,9.4,Maruti,Vitara,2,24.3
BMW 3 Series Luxury Line,Kochi,21936,Diesel,Automatic,First,1995.0,190.0,5.0,37.92,BMW,3,2,21.76
Volkswagen Vento Petrol Highline AT,Pune,41000,Petrol,Automatic,First,1598.0,103.6,5.0,5.25,Volkswagen,Vento,7,14.4
Hyundai i20 1.2 Asta,Chennai,47000,Petrol,Manual,First,1197.0,80.0,5.0,4.5,Hyundai,i20,9,17.0
BMW X5 3.0d,Chennai,110000,Diesel,Automatic,First,2993.0,,5.0,18.0,BMW,X5,11,11.0
Hyundai Xcent 1.2 Kappa S,Coimbatore,45960,Petrol,Manual,First,1197.0,82.0,5.0,5.56,Hyundai,Xcent,5,19.1
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Bangalore,48000,Diesel,Automatic,First,2143.0,203.0,5.0,22.0,Mercedes-Benz,E-Class,7,14.21
Land Rover Freelander 2 SE,Hyderabad,68000,Diesel,Automatic,First,2179.0,147.51,5.0,22.0,Land,Rover,9,12.39
Hyundai i10 Magna,Mumbai,41000,Petrol,Manual,First,1197.0,78.9,5.0,2.65,Hyundai,i10,9,20.36
Hyundai Verna 1.6 SX CRDi (O),Jaipur,69573,Diesel,Manual,Second,1582.0,126.32,5.0,5.85,Hyundai,Verna,7,22.32
Volkswagen Jetta 2012-2014 2.0L TDI Highline,Chennai,115000,Diesel,Manual,First,1968.0,138.1,5.0,6.95,Volkswagen,Jetta,8,19.33
Mahindra XUV500 W8 2WD,Kolkata,47629,Diesel,Manual,First,2179.0,140.0,7.0,6.5,Mahindra,XUV500,8,15.1
Maruti Omni 8 Seater BSII,Jaipur,66624,Petrol,Manual,Third,796.0,35.0,8.0,0.85,Maruti,Omni,16,19.7
Skoda Superb Style 1.8 TSI AT,Delhi,80000,Petrol,Automatic,Second,1798.0,177.46,5.0,7.25,Skoda,Superb,7,14.67
Maruti Swift VDI,Pune,94868,Diesel,Manual,First,1248.0,74.0,5.0,4.5,Maruti,Swift,8,22.9
Mahindra Scorpio 2.6 LX,Mumbai,76477,Diesel,Manual,First,2179.0,120.0,8.0,4.25,Mahindra,Scorpio,10,10.5
Mercedes-Benz GLA Class 200 Sport Edition,Chennai,28000,Petrol,Automatic,First,1991.0,183.0,5.0,26.0,Mercedes-Benz,GLA,4,13.7
Mahindra Thar CRDe,Coimbatore,28599,Diesel,Manual,First,2498.0,105.0,6.0,9.66,Mahindra,Thar,3,16.55
Renault Duster 110PS Diesel RxZ,Bangalore,45348,Diesel,Manual,Second,1461.0,108.45,5.0,6.85,Renault,Duster,7,19.01
Audi Q5 2008-2012 2.0 TDI,Coimbatore,80127,Diesel,Automatic,First,1968.0,167.6,5.0,23.68,Audi,Q5,7,12.8
Land Rover Freelander 2 SE,Delhi,68000,Diesel,Automatic,Second,2179.0,147.51,5.0,15.75,Land,Rover,7,12.39
Volkswagen Vento Diesel Comfortline,Pune,75000,Diesel,Manual,Third,1598.0,103.6,5.0,3.5,Volkswagen,Vento,8,20.54
BMW 5 Series 2003-2012 540i Sedan,Delhi,48000,Petrol,Automatic,Second,2979.0,,5.0,6.99,BMW,5,14,11.62
Hyundai Elantra CRDi SX,Coimbatore,41871,Diesel,Manual,First,1582.0,126.2,5.0,15.57,Hyundai,Elantra,1,22.7
Tata Sumo EX,Coimbatore,84931,Diesel,Manual,First,2956.0,83.8,7.0,5.29,Tata,Sumo,5,15.3
Datsun redi-GO T,Kolkata,15000,Petrol,Manual,First,799.0,53.64,5.0,2.25,Datsun,redi-GO,4,22.7
BMW X5 xDrive 30d,Chennai,110000,Diesel,Automatic,First,2993.0,,5.0,20.0,BMW,X5,11,11.7
BMW 6 Series 630i Coupe,Mumbai,5900,Petrol,Automatic,First,,,4.0,47.5,BMW,6,9,7.94
Maruti Alto Vxi 1.1,Chennai,103653,Petrol,Manual,Second,1061.0,47.0,5.0,1.22,Maruti,Alto,18,18.9
Volkswagen Polo Petrol Comfortline 1.2L,Chennai,64806,Petrol,Manual,First,1198.0,73.9,5.0,3.65,Volkswagen,Polo,8,16.47
Datsun GO Plus A,Pune,35000,Petrol,Manual,First,1198.0,67.0,7.0,3.1,Datsun,GO,4,20.62
Hyundai Creta 1.6 VTVT S,Bangalore,40000,Petrol,Manual,First,1591.0,121.3,5.0,11.5,Hyundai,Creta,4,15.29
Maruti Alto K10 VXI,Kochi,23876,Petrol,Manual,First,998.0,67.1,5.0,3.46,Maruti,Alto,5,24.07
Hyundai Santa Fe 4X4,Coimbatore,67901,Diesel,Manual,First,2199.0,194.3,7.0,8.38,Hyundai,Santa,7,14.66
Volkswagen Polo GT TDI,Pune,68865,Diesel,Manual,First,1598.0,103.6,5.0,4.8,Volkswagen,Polo,6,15.11
Honda Amaze S i-Dtech,Pune,71000,Diesel,Manual,Second,1498.0,98.6,5.0,4.5,Honda,Amaze,6,25.8
Maruti Esteem Vxi,Chennai,95000,Petrol,Manual,First,1298.0,,5.0,0.8,Maruti,Esteem,16,15.9
Maruti Swift VDI,Kolkata,25000,Diesel,Manual,First,1248.0,74.0,5.0,3.95,Maruti,Swift,6,22.9
Skoda Rapid 1.6 TDI Ambition,Hyderabad,180000,Diesel,Manual,First,1598.0,103.5,5.0,3.65,Skoda,Rapid,8,20.5
Mercedes-Benz E-Class 280 CDI,Mumbai,131000,Diesel,Automatic,First,2987.0,198.5,5.0,10.0,Mercedes-Benz,E-Class,15,11.0
Mahindra Scorpio SLE BSIV,Delhi,65000,Diesel,Manual,Second,2179.0,120.0,8.0,4.0,Mahindra,Scorpio,9,12.05
Nissan Sunny 2011-2014 Diesel XL,Hyderabad,117777,Diesel,Manual,First,1461.0,84.8,5.0,4.75,Nissan,Sunny,8,21.64
Maruti Swift Dzire VXi,Bangalore,65000,Petrol,Manual,Second,1298.0,85.8,5.0,3.1,Maruti,Swift,11,17.5
Hyundai EON Sportz,Kochi,46897,Petrol,Manual,First,814.0,55.2,5.0,3.61,Hyundai,EON,3,21.1
Honda Brio S MT,Coimbatore,36695,Petrol,Manual,First,1198.0,86.8,5.0,4.29,Honda,Brio,5,19.4
Nissan Micra XV Primo,Kolkata,43000,Petrol,Manual,First,1198.0,75.0,5.0,2.13,Nissan,Micra,9,18.06
Maruti Alto LXi BSII,Mumbai,54000,Petrol,Manual,First,796.0,46.3,5.0,1.1,Maruti,Alto,12,19.7
BMW 3 Series 320d,Hyderabad,89000,Diesel,Automatic,First,1995.0,190.0,5.0,13.95,BMW,3,9,22.69
Volkswagen Polo 1.2 MPI Highline,Mumbai,7000,Petrol,Manual,First,1198.0,74.0,5.0,5.35,Volkswagen,Polo,6,16.47
Maruti Celerio LXI,Hyderabad,58470,Petrol,Manual,First,998.0,67.04,5.0,3.9,Maruti,Celerio,6,23.1
Maruti Wagon R VXI 1.2,Kolkata,37000,Petrol,Manual,First,1197.0,81.8,5.0,2.8,Maruti,Wagon,6,21.5
Maruti Ciaz ZDi Plus,Mumbai,29000,Diesel,Manual,First,1248.0,88.5,5.0,8.75,Maruti,Ciaz,4,26.21
Audi A4 2.0 TDI,Hyderabad,52000,Diesel,Automatic,First,1968.0,147.51,5.0,19.5,Audi,A4,7,16.55
Honda Brio S MT,Kolkata,32807,Petrol,Manual,First,1198.0,86.8,5.0,2.75,Honda,Brio,7,19.4
Mahindra Scorpio VLX 2WD AT BSIV,Hyderabad,86000,Diesel,Automatic,First,2179.0,120.0,8.0,8.0,Mahindra,Scorpio,7,11.79
Honda City i DTEC V,Delhi,66500,Diesel,Manual,First,1498.0,98.6,5.0,5.7,Honda,City,6,26.0
BMW X1 sDrive20d,Ahmedabad,94000,Diesel,Automatic,First,1995.0,184.0,5.0,12.5,BMW,X1,8,17.05
Chevrolet Spark 1.0 LT,Chennai,29000,Petrol,Manual,Second,995.0,62.0,5.0,1.75,Chevrolet,Spark,9,18.0
Ford Figo Diesel EXI,Chennai,107389,Diesel,Manual,Second,1399.0,68.0,5.0,1.9,Ford,Figo,10,20.0
Maruti Swift VXI BSIV,Ahmedabad,36100,Petrol,Manual,First,1197.0,81.8,5.0,4.5,Maruti,Swift,5,20.4
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Mumbai,16329,Diesel,Automatic,First,2143.0,170.0,5.0,30.3,Mercedes-Benz,New,5,19.27
Skoda Octavia Elegance 2.0 TDI AT,Hyderabad,36000,Diesel,Automatic,First,1968.0,141.0,5.0,16.0,Skoda,Octavia,6,19.3
BMW X3 xDrive20d xLine,Kochi,41816,Diesel,Automatic,First,1995.0,190.0,5.0,32.78,BMW,X3,3,18.56
Hyundai EON Era Plus,Jaipur,54680,Petrol,Manual,First,814.0,55.2,5.0,2.5,Hyundai,EON,5,21.1
Audi A4 35 TDI Technology,Hyderabad,14000,Diesel,Automatic,First,1968.0,187.74,5.0,43.0,Audi,A4,3,18.25
Ford Figo 2015-2019 1.2P Titanium MT,Kochi,23977,Petrol,Manual,First,1196.0,86.8,5.0,5.38,Ford,Figo,3,18.16
Maruti Alto K10 2010-2014 VXI,Hyderabad,30131,Petrol,Manual,First,998.0,67.1,5.0,2.65,Maruti,Alto,7,20.92
Maruti Alto 800 2016-2019 VXI,Hyderabad,2530,Petrol,Manual,First,796.0,47.3,5.0,3.3,Maruti,Alto,3,24.7
Mercedes-Benz New C-Class C 220 CDI Style,Hyderabad,39000,Diesel,Automatic,First,2143.0,167.62,5.0,34.0,Mercedes-Benz,New,5,19.27
Hyundai Santro D Lite,Chennai,140000,Petrol,Manual,Third,1086.0,68.0,5.0,0.7,Hyundai,Santro,19,20.3
Hyundai Xcent 1.1 CRDi S,Kochi,32257,Diesel,Manual,First,1120.0,71.0,5.0,6.83,Hyundai,Xcent,3,24.4
Honda Amaze S i-Dtech,Kochi,46983,Diesel,Manual,First,1498.0,98.6,5.0,5.77,Honda,Amaze,4,25.8
Maruti Swift Vdi BSIII,Chennai,107000,Diesel,Manual,Second,1248.0,75.0,5.0,3.1,Maruti,Swift,12,17.8
Volkswagen Polo 1.2 MPI Comfortline,Mumbai,19000,Petrol,Manual,First,1199.0,74.0,5.0,4.95,Volkswagen,Polo,3,16.2
Audi A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,88000,Diesel,Automatic,First,1968.0,174.33,5.0,16.25,Audi,A4,7,17.11
Land Rover Range Rover 3.6 TDV8 Vogue SE,Coimbatore,84384,Diesel,Automatic,First,,,7.0,52.54,Land,Rover,8,10.2
Mahindra XUV500 W8 2WD,Chennai,128000,Diesel,Manual,Third,2179.0,140.0,7.0,6.4,Mahindra,XUV500,9,16.0
Ford Endeavour 2.5L 4X2,Bangalore,71000,Diesel,Manual,Third,2499.0,141.0,7.0,6.95,Ford,Endeavour,9,13.1
Tata Indica V2 DLX,Kolkata,50000,Diesel,Manual,First,1396.0,53.5,5.0,0.85,Tata,Indica,12,17.2
Maruti Baleno Alpha,Chennai,16000,Petrol,Manual,First,1197.0,83.1,5.0,6.95,Maruti,Baleno,4,21.4
Hyundai Xcent 1.1 CRDi Base,Kolkata,82000,Diesel,Manual,First,1120.0,71.0,5.0,3.45,Hyundai,Xcent,3,24.4
Honda Civic 2006-2010 1.8 S MT,Delhi,80000,Petrol,Manual,First,1799.0,130.0,5.0,2.75,Honda,Civic,12,13.5
Hyundai i20 Sportz Option 1.2,Delhi,36000,Petrol,Manual,Second,1197.0,81.83,5.0,4.95,Hyundai,i20,5,18.6
Tata Nexon 1.2 Revotron XZ Plus,Coimbatore,17477,Petrol,Manual,First,1198.0,108.5,5.0,9.62,Tata,Nexon,2,17.0
Hyundai i20 Sportz 1.2,Coimbatore,16725,Petrol,Manual,First,1197.0,81.83,5.0,6.79,Hyundai,i20,4,18.6
Maruti Swift Dzire ZXI,Mumbai,48241,Petrol,Manual,First,1197.0,85.8,5.0,4.5,Maruti,Swift,6,19.1
Maruti Wagon R LXI,Kochi,52431,Petrol,Manual,First,998.0,67.04,5.0,3.01,Maruti,Wagon,6,22.5
Hyundai i20 Sportz 1.4 CRDi,Bangalore,68000,Diesel,Manual,First,1396.0,88.76,5.0,4.4,Hyundai,i20,8,21.9
Toyota Fortuner 4x2 AT,Hyderabad,158000,Diesel,Automatic,First,2982.0,168.5,7.0,17.49,Toyota,Fortuner,8,12.55
Hyundai i10 Sportz,Coimbatore,31446,Petrol,Manual,First,1197.0,78.9,5.0,4.66,Hyundai,i10,6,20.36
Hyundai Grand i10 Asta,Chennai,25000,Petrol,Manual,First,1197.0,82.0,5.0,5.5,Hyundai,Grand,5,18.9
Hyundai i20 Asta 1.2,Ahmedabad,57000,Petrol,Manual,First,1197.0,81.83,5.0,6.0,Hyundai,i20,4,18.6
Hyundai Santro Xing XL AT eRLX Euro II,Hyderabad,76000,Petrol,Automatic,First,1086.0,,5.0,2.4,Hyundai,Santro,13,17.0
Maruti Vitara Brezza ZDi Plus,Kochi,57078,Diesel,Manual,First,1248.0,88.5,5.0,10.19,Maruti,Vitara,2,24.3
Honda Amaze S i-Dtech,Kochi,47471,Diesel,Manual,First,1498.0,98.6,5.0,5.25,Honda,Amaze,4,25.8
Mercedes-Benz M-Class ML 250 CDI,Hyderabad,50000,Diesel,Automatic,First,2143.0,203.2,5.0,45.0,Mercedes-Benz,M-Class,6,15.26
Hyundai i20 Sportz Diesel,Ahmedabad,62000,Diesel,Manual,First,1396.0,90.0,5.0,2.7,Hyundai,i20,10,23.0
Hyundai i10 Era,Coimbatore,65807,Petrol,Manual,First,1086.0,68.05,5.0,3.39,Hyundai,i10,7,19.81
Maruti Swift Dzire VDI,Hyderabad,81768,Diesel,Manual,First,1248.0,74.0,5.0,5.69,Maruti,Swift,6,26.59
BMW Z4 2009-2013 Roadster 2.5i,Kochi,9952,Petrol,Automatic,First,2979.0,,2.0,58.54,BMW,Z4,2,10.37
Maruti Baleno Alpha Diesel,Hyderabad,24000,Diesel,Manual,First,1248.0,74.0,5.0,8.4,Maruti,Baleno,3,27.39
Chevrolet Beat Diesel,Hyderabad,72921,Diesel,Manual,First,936.0,57.6,5.0,2.5,Chevrolet,Beat,8,25.44
Honda Brio V MT,Pune,59000,Petrol,Manual,First,1198.0,86.8,5.0,3.25,Honda,Brio,8,19.4
